Provider	Pubish.with.IWGSC..Y.N.	run_accession	scientific_name	secondary_study_accession	High level variety	High level tissue	High level age	High level stress-disease	Variety	Tissue	Age	Stress-disease	Comments	DOI	Intermediate	Intermediate stress
SRA	Y	SRR947750	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N5AT5B"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947751	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N5AT5B"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947753	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N5AT5D"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947754	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N5AT5D"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947755	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N5AT5D"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947757	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N5BT5A"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947758	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N5BT5A"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947760	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N5BT5A"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947762	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N5BT5D"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947763	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N5BT5D"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947764	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N5BT5D"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947766	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N5DT5A"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947767	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N5DT5A"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947768	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N5DT5A"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947770	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N5DT5B"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947771	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N5DT5B"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947772	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N5DT5B"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947774	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N5AT5B"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947775	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N5AT5B"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947776	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N5AT5B"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947778	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N5AT5D"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947779	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N5AT5D"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947780	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N5AT5D"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947782	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N5BT5A"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947783	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N5BT5A"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947784	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N5BT5A"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947786	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N5BT5D"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947787	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N5BT5D"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947788	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N5BT5D"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947790	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N5DT5A"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947791	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N5DT5A"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947792	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N5DT5A"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947796	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N5DT5B"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947797	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N5DT5B"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947798	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N5DT5B"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947801	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N1AT1B"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947802	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N1AT1B"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947806	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N1AT1D"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947807	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N1AT1D"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947808	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N1AT1D"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947812	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N1BT1A"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947814	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N1BT1A"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947818	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N1BT1D"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947820	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N1BT1D"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947825	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N1DT1A"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947826	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N1DT1A"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947827	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N1DT1A"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947830	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N1DT1B"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947831	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N1DT1B"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947832	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	roots	vegetative	none	"Chinese Spring, N1DT1B"	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR1954916	Triticum aestivum	SRP056412	other	grain	reproductive	none	NIL 0362 +4A dormancy QTL	grain	25 dpa	none	Illumina HiSeq 2000 paired end sequencing; A_0362_25	doi:10.1186/s13059-015-0665-6	grain milk and soft dough	none
SRA	Y	SRR1955047	Triticum aestivum	SRP056412	other	grain	reproductive	none	NIL 0807 +4A dormancy QTL	grain	15 dpa	none	Illumina HiSeq 2000 paired end sequencing; A_0807_15DPA	doi:10.1186/s13059-015-0665-6	grain milk and soft dough	none
SRA	Y	SRR1955049	Triticum aestivum	SRP056412	other	grain	reproductive	none	NIL 0807 +4A dormancy QTL	grain	35 dpa	none	Illumina HiSeq 2000 paired end sequencing; A_0807_35	doi:10.1186/s13059-015-0665-6	grain hard dough and ripening	none
SRA	Y	SRR1955052	Triticum aestivum	SRP056412	other	grain	reproductive	none	NIL 0807 +4A dormancy QTL	grain	25 dpa	none	Illumina HiSeq 2000 paired end sequencing; A_0807_25	doi:10.1186/s13059-015-0665-6	grain milk and soft dough	none
SRA	Y	SRR1955054	Triticum aestivum	SRP056412	other	grain	reproductive	none	NIL 1275 +4A dormancy QTL	grain	15 dpa	none	Illumina HiSeq 2000 paired end sequencing; A_1275_15	doi:10.1186/s13059-015-0665-6	grain milk and soft dough	none
SRA	Y	SRR1955056	Triticum aestivum	SRP056412	other	grain	reproductive	none	NIL 1275 +4A dormancy QTL	grain	25 dpa	none	Illumina HiSeq 2000 paired end sequencing; A_1275_25	doi:10.1186/s13059-015-0665-6	grain milk and soft dough	none
SRA	Y	SRR1955058	Triticum aestivum	SRP056412	other	grain	reproductive	none	NIL 1275 +4A dormancy QTL	grain	35 dpa	none	Illumina HiSeq 2000 paired end sequencing; A_1275_35	doi:10.1186/s13059-015-0665-6	grain hard dough and ripening	none
SRA	Y	SRR1955061	Triticum aestivum	SRP056412	other	grain	reproductive	none	NIL 1516 +4A dormancy QTL	grain	25 dpa	none	Illumina HiSeq 2000 paired end sequencing; A_1516_25	doi:10.1186/s13059-015-0665-6	grain milk and soft dough	none
SRA	Y	SRR1955163	Triticum aestivum	SRP056412	other	grain	reproductive	none	NIL 1516 +4A dormancy QTL	grain	35 dpa	none	Illumina HiSeq 2000 paired end sequencing; A_1516_35	doi:10.1186/s13059-015-0665-6	grain hard dough and ripening	none
SRA	Y	SRR1955166	Triticum aestivum	SRP056412	other	grain	reproductive	none	Yipti +4A dormancy QTL	grain	25 dpa	none	Illumina HiSeq 2000 paired end sequencing; A_Yitpi_25	doi:10.1186/s13059-015-0665-6	grain milk and soft dough	none
SRA	Y	SRR1958698	Triticum aestivum	SRP056412	other	grain	reproductive	none	NIL 0362 +4A dormancy QTL	grain	15 dpa	none	Illumina HiSeq 2000 paired end sequencing; A_0362_15DPA	doi:10.1186/s13059-015-0665-6	grain milk and soft dough	none
SRA	Y	SRR1958718	Triticum aestivum	SRP056412	other	grain	reproductive	none	NIL 0362 +4A dormancy QTL	grain	35 dpa	none	Illumina HiSeq 2000 paired end sequencing; A_0362_35	doi:10.1186/s13059-015-0665-6	grain hard dough and ripening	none
SRA	Y	SRR1958727	Triticum aestivum	SRP056412	other	grain	reproductive	none	NIL 1516 +4A dormancy QTL	grain	15 dpa	none	Illumina HiSeq 2000 paired end sequencing; A_1516_15	doi:10.1186/s13059-015-0665-6	grain milk and soft dough	none
SRA	Y	SRR1958731	Triticum aestivum	SRP056412	other	grain	reproductive	none	NIL 0807 -4A dormancy QTL	grain	15 dpa	none	Illumina HiSeq 2000 paired end sequencing; B_0807_15	doi:10.1186/s13059-015-0665-6	grain milk and soft dough	none
